hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/education/,200,0,0,0,0,25,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/cancer.aspx,200,0,0,0,0,9,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/news_events.aspx,200,0,0,0,0,160,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/or-the-flu/influenza-or-the-flu/,200,0,0,0,0,41,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/Articles/st_martin_hospital_opens_new_medicaid_clinic.aspx,200,0,0,0,0,6,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/cost-of-medical-care/,200,0,0,0,0,30,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/hospital_medicine.aspx,200,0,0,0,0,20,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/2017/02/09/rashes-the-home-triage/,200,0,0,0,0,30,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/eczemadry-skin/,200,0,0,0,0,56,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/surviving-hospital-stays/,200,0,0,0,0,49,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/professional_centers/urgent_care_centers.aspx,200,0,0,0,0,12,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/measles/,200,0,0,0,0,73,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/staying-well/,200,0,0,0,0,42,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/southwest,200,0,0,0,0,4,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/,200,0,0,0,0,252,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/CatSubCat/CatSubCat.asp?p9=CSC4,200,0,0,0,0,0,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/about-2/,200,0,0,0,0,11,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/ambulance-calls/,200,0,0,0,0,52,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/music-and-medicine/,200,0,0,0,0,29,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/picking-a-doctor/,200,0,0,0,0,93,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/womens_health_obgyn.aspx,200,0,0,0,0,13,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/physical_therapy_rehabilitation.aspx,200,0,0,0,0,10,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/becoming-a-doctor/,200,0,0,0,0,45,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/back-pain/,200,0,0,0,0,22,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/surgery.aspx,200,0,0,0,0,18,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/antibiotic-usage/,200,0,0,0,0,70,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/FAQs/FAQs.asp,200,0,0,0,0,46,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/main_facilities/lafayette_general_surgical_hospital.aspx,200,0,0,0,0,7,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/foundation_2/amazon_smile_banner.aspx ,404,0,0,0,0,1,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/e-cards.aspx,200,0,0,0,0,1,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/Events/Default.aspx?e=598,200,0,0,0,0,5,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/news_events/media_policy_info.aspx,200,0,0,0,0,11,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/fractures/,200,0,0,0,0,23,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/stitches/,200,0,0,0,0,97,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/return-to-schooldaycare-recommendations/,200,0,0,0,0,18,,,,
