hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/behavior-modification,200,0,0,0,0,18,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/your-bariatric-team,200,0,0,0,0,22,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/is-weight-loss-surgery-for-me,200,0,0,0,0,20,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/find-a-physician,200,0,0,0,0,21,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute,200,0,0,0,0,22,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/find-a-physician,200,0,0,0,0,15,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/page/5,200,0,0,0,0,26,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/05/03/abrazo-scottsdale-campus-hosts-blood-drive-may-17,200,0,0,0,0,22,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/04/12/abrazo-community-health-network-employees-raise-$71-000-for-american-heart-association-2017-phoenix-heart-walk,200,0,0,0,0,32,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/06/05/abrazo-community-health-network-s-six-hospitals-are-hosting-job-fairs-on-june-14,200,0,0,0,0,20,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/page/2,200,0,0,0,0,32,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/page/3,200,0,0,0,0,35,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/03/09/free-flu-shots-at-abrazo-scottsdale-campus-on-march-16,200,0,0,0,0,25,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/contact-us,200,0,0,0,0,17,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2016/12/16/abrazo-scottsdale-campus-presents-free-seminar-about-back-pain-on-jan.-26,200,0,0,0,0,24,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/exercise-fitness-counseling,200,0,0,0,0,23,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/04/13/abrazo-scottsdale-campus-seeks-retirees-to-volunteer-at-hospital,200,0,0,0,0,34,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/classes-events,200,0,0,0,0,3,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/rehabilitation/outpatient-rehabilitation-center,200,0,0,0,0,23,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2016/12/09/ho-ho-ho!-santa-s-health-habits-are-no-merry-matter,200,0,0,0,0,37,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2016/12/06/abrazo-scottsdale-campus-donates-blankets-to-umom,200,0,0,0,0,22,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-services/bariatric-wellness-institute/bariatric-surgery,200,0,0,0,0,32,,,,
Abrazo Scottsdale Campus,http://www.abrazoscottsdale.com,https://www.abrazohealth.com/our-locations/abrazo-scottsdale-campus/our-news/detail/2017/04/25/abrazo-hospitals-offer-free-stroke-risk-assessments-in-may,200,0,0,0,0,40,,,,
